Stock ID,Model Photo Links,Model Video Links,FTP Folder,Photo Count,Video Count
7370,"https://colourdiam.com/Product/Jewellery/Model%20images/7370/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7370/Untitled%20Project%20-%202025-12-19T125900.039.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7370/6762109-20250711-144742.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7370/9019538-20250711-144742.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7370/9520304-20250711-144742.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/7370/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7370/7370%20new%20video.mp4",7370,5,2
7466,"https://colourdiam.com/Product/Jewellery/Model%20images/7466/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7466/center.jpeg",https://colourdiam.com/Product/Jewellery/Model%20images/7466/7466.mp4,7466,2,1
7492,,"https://colourdiam.com/Product/Jewellery/Model%20images/7492/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7492/7492.mp4",7492,0,2
7513,,https://colourdiam.com/Product/Jewellery/Model%20images/7513/VIDEO.mp4,7513,0,1
7517,,"https://colourdiam.com/Product/Jewellery/Model%20images/7517/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7517/7517.mp4",7517,0,2
7539,,https://colourdiam.com/Product/Jewellery/Model%20images/7539/video.mp4,7539,0,1
7583,,"https://colourdiam.com/Product/Jewellery/Model%20images/7583/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7583/7583.mp4",7583,0,2
7654,,"https://colourdiam.com/Product/Jewellery/Model%20images/7654/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7654/7654.mp4",7654,0,2
7689,,"https://colourdiam.com/Product/Jewellery/Model%20images/7689/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7689/7689.mp4",7689,0,2
7691,,"https://colourdiam.com/Product/Jewellery/Model%20images/7691/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7691/7691.mp4",7691,0,2
7692,,"https://colourdiam.com/Product/Jewellery/Model%20images/7692/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7692/7692.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7692/7692_1.mp4",7692,0,3
7729,,"https://colourdiam.com/Product/Jewellery/Model%20images/7729/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7729/7729.mp4",7729,0,2
7730,,https://colourdiam.com/Product/Jewellery/Model%20images/7730/video.mp4,7730,0,1
7731,,"https://colourdiam.com/Product/Jewellery/Model%20images/7731/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7731/7731.mp4",7731,0,2
7732,,"https://colourdiam.com/Product/Jewellery/Model%20images/7732/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7732/7732.mp4",7732,0,2
7733,,"https://colourdiam.com/Product/Jewellery/Model%20images/7733/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7733/7733.mp4",7733,0,2
7734,,https://colourdiam.com/Product/Jewellery/Model%20images/7734/7734.mp4,7734,0,1
7735,,"https://colourdiam.com/Product/Jewellery/Model%20images/7735/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7735/7735.mp4",7735,0,2
7737,,"https://colourdiam.com/Product/Jewellery/Model%20images/7737/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7737/7737.mp4",7737,0,2
7738,,"https://colourdiam.com/Product/Jewellery/Model%20images/7738/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7738/7738.mp4",7738,0,2
7739,,"https://colourdiam.com/Product/Jewellery/Model%20images/7739/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7739/7739.mp4",7739,0,2
7740,,"https://colourdiam.com/Product/Jewellery/Model%20images/7740/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7740/7740.mp4",7740,0,2
7741,,"https://colourdiam.com/Product/Jewellery/Model%20images/7741/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7741/7741.mp4",7741,0,2
7742,,https://colourdiam.com/Product/Jewellery/Model%20images/7742/video.mp4,7742,0,1
7768,https://colourdiam.com/Product/Jewellery/Model%20images/7768/center.jpeg,,7768,1,0
7772,,"https://colourdiam.com/Product/Jewellery/Model%20images/7772/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7772/7772.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7772/7772_1.mp4",7772,0,3
7778,"https://colourdiam.com/Product/Jewellery/Model%20images/7778/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7778/123.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/7778/1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7778/2.mp4",7778,2,2
7880,,https://colourdiam.com/Product/Jewellery/Model%20images/7880/video.mp4,7880,0,1
7884_7885,https://colourdiam.com/Product/Jewellery/Model%20images/7884_7885/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/7884_7885/video.mp4,7884_7885,1,1
7916,,"https://colourdiam.com/Product/Jewellery/Model%20images/7916/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7916/video.11.mp4",7916,0,2
7921,,https://colourdiam.com/Product/Jewellery/Model%20images/7921/VIDEO.mp4,7921,0,1
7923,,https://colourdiam.com/Product/Jewellery/Model%20images/7923/modelvideo.mp4,7923,0,1
7924,,"https://colourdiam.com/Product/Jewellery/Model%20images/7924/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7924/7924.mp4",7924,0,2
7925,,https://colourdiam.com/Product/Jewellery/Model%20images/7925/video.mp4,7925,0,1
7927,,https://colourdiam.com/Product/Jewellery/Model%20images/7927/VIDEO.mp4,7927,0,1
7929,,"https://colourdiam.com/Product/Jewellery/Model%20images/7929/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7929/7929.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7929/7929_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7929/7929_2.mp4",7929,0,4
7934,,https://colourdiam.com/Product/Jewellery/Model%20images/7934/video.mp4,7934,0,1
7935,,https://colourdiam.com/Product/Jewellery/Model%20images/7935/video.mp4,7935,0,1
7937,,"https://colourdiam.com/Product/Jewellery/Model%20images/7937/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7937/7937_1.mp4",7937,0,2
7938,,https://colourdiam.com/Product/Jewellery/Model%20images/7938/video.mp4,7938,0,1
7939_7940,https://colourdiam.com/Product/Jewellery/Model%20images/7939_7940/center.jpeg,,7939_7940,1,0
7953,,https://colourdiam.com/Product/Jewellery/Model%20images/7953/video.mp4,7953,0,1
7956,,https://colourdiam.com/Product/Jewellery/Model%20images/7956/video.mp4,7956,0,1
7994,,"https://colourdiam.com/Product/Jewellery/Model%20images/7994/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7994/7994.mp4",7994,0,2
8000,,"https://colourdiam.com/Product/Jewellery/Model%20images/8000/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8000/8000.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8000/8000_1.mp4",8000,0,3
8001,,https://colourdiam.com/Product/Jewellery/Model%20images/8001/video.mp4,8001,0,1
8002,,"https://colourdiam.com/Product/Jewellery/Model%20images/8002/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8002/8002.mp4",8002,0,2
8006,,"https://colourdiam.com/Product/Jewellery/Model%20images/8006/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8006/8006.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8006/8006_1.mp4",8006,0,3
8008,,https://colourdiam.com/Product/Jewellery/Model%20images/8008/video.mp4,8008,0,1
8022,"https://colourdiam.com/Product/Jewellery/Model%20images/8022/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8022/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8022/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8022/4.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8022/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8022/8022.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8022/8022_1.mp4",8022,4,3
8023,https://colourdiam.com/Product/Jewellery/Model%20images/8023/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/8023/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8023/8023.mp4",8023,1,2
8026,"https://colourdiam.com/Product/Jewellery/Model%20images/8026/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8026/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8026/3.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8026/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8026/8026.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8026/8026_1.mp4",8026,3,3
8029,"https://colourdiam.com/Product/Jewellery/Model%20images/8029/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8029/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8029/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8029/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8029/8029.mp4",8029,3,2
8062,,"https://colourdiam.com/Product/Jewellery/Model%20images/8062/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8062/8062.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8062/8062_1.mp4",8062,0,3
8112,"https://colourdiam.com/Product/Jewellery/Model%20images/8112/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8112/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8112/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8112/8112.mp4",8112,2,2
8113,https://colourdiam.com/Product/Jewellery/Model%20images/8113/center.jpg,https://colourdiam.com/Product/Jewellery/Model%20images/8113/video.mp4,8113,1,1
8263,,"https://colourdiam.com/Product/Jewellery/Model%20images/8263/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8263/8263.mp4",8263,0,2
8265,,https://colourdiam.com/Product/Jewellery/Model%20images/8265/video.mp4,8265,0,1
8272,"https://colourdiam.com/Product/Jewellery/Model%20images/8272/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8272/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8272/3.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8272/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8272/8272.mp4",8272,3,2
8580,https://colourdiam.com/Product/Jewellery/Model%20images/8580/center.jpeg,,8580,1,0
7441,https://colourdiam.com/Product/Jewellery/Model%20images/7441/center.jpeg,,7441,1,0
7504,"https://colourdiam.com/Product/Jewellery/Model%20images/7504/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/7504/2.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/7504/center.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/7504/3.jpg","https://colourdiam.com/Product/Jewellery/Model%20images/7504/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7504/1%20video.mp4",7504,4,2
7502,"https://colourdiam.com/Product/Jewellery/Model%20images/7502/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/3.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/4.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/5.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7502/6.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/7502/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7502/7502.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7502/7502_1.mp4",7502,6,3
7503,,"https://colourdiam.com/Product/Jewellery/Model%20images/7503/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7503/7503.mp4",7503,0,2
2593,"https://colourdiam.com/Product/Jewellery/Model%20images/2593/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2593/3A19A6C7-82D9-4526-A472-5A0AA65E03CA.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2593/B58138C4-039A-4E40-A632-D80BF33BCB16.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/2593/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/2593/2593.mp4",2593,3,2
7514,,"https://colourdiam.com/Product/Jewellery/Model%20images/7514/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7514/7514.mp4",7514,0,2
7451,,"https://colourdiam.com/Product/Jewellery/Model%20images/7451/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7451/7451_7498.mp4",7451,0,2
7498,,"https://colourdiam.com/Product/Jewellery/Model%20images/7498/7451_7498.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7498/7498_1.mp4",7498,0,2
7501,,"https://colourdiam.com/Product/Jewellery/Model%20images/7501/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7501/7501.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7501/7501_1.mp4",7501,0,3
3576_3578_3879_3577_3580,"https://colourdiam.com/Product/Jewellery/Model%20images/3576_3578_3879_3577_3580/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/3576_3578_3879_3577_3580/3577%202.jpeg",,3576_3578_3879_3577_3580,2,0
7523,https://colourdiam.com/Product/Jewellery/Model%20images/7523/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/7523/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7523/7523.mp4",7523,1,2
7495,https://colourdiam.com/Product/Jewellery/Model%20images/7495/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/7495/Video.mp4,7495,1,1
7493,https://colourdiam.com/Product/Jewellery/Model%20images/7493/center.jpeg,,7493,1,0
7520,,"https://colourdiam.com/Product/Jewellery/Model%20images/7520/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7520/7520.mp4",7520,0,2
7497,,"https://colourdiam.com/Product/Jewellery/Model%20images/7497/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7497/7497.mp4",7497,0,2
7439,,https://colourdiam.com/Product/Jewellery/Model%20images/7439/video.mp4,7439,0,1
7438,,https://colourdiam.com/Product/Jewellery/Model%20images/7438/7438.mp4,7438,0,1
7285,"https://colourdiam.com/Product/Jewellery/Model%20images/7285/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_e7da96d7.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_33cb33b8.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_4f7087b9.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7285/WhatsApp%20Image%202025-09-26%20at%2019.56.16_be03c646.jpeg",https://colourdiam.com/Product/Jewellery/Model%20images/7285/video.mp4,7285,5,1
8612,"https://colourdiam.com/Product/Jewellery/Model%20images/8612/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/2.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/center.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/3.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8612/4.jpg","https://colourdiam.com/Product/Jewellery/Model%20images/8612/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8612/8612.mp4",8612,5,2
6110,"https://colourdiam.com/Product/Jewellery/Model%20images/6110/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/6110/WhatsApp%20Image%202025-10-01%20at%2023.52.45_0c3179d8.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/6110/WhatsApp%20Image%202025-10-01%20at%2023.52.44_aef035e9.jpeg",,6110,3,0
8473,,"https://colourdiam.com/Product/Jewellery/Model%20images/8473/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8473/8473.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8473/8473_1.mp4",8473,0,3
8474,,"https://colourdiam.com/Product/Jewellery/Model%20images/8474/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8474/8474.mp4",8474,0,2
8477,,"https://colourdiam.com/Product/Jewellery/Model%20images/8477/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8477/8477.mp4",8477,0,2
7581,https://colourdiam.com/Product/Jewellery/Model%20images/7581/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/7581/Model%20Video.mp4,7581,1,1
7565,,https://colourdiam.com/Product/Jewellery/Model%20images/7565/video.mp4,7565,0,1
8409,https://colourdiam.com/Product/Jewellery/Model%20images/8409/center.jpeg,,8409,1,0
8417,,https://colourdiam.com/Product/Jewellery/Model%20images/8417/VIDEO.mp4,8417,0,1
8425,,https://colourdiam.com/Product/Jewellery/Model%20images/8425/video.mp4,8425,0,1
8012,,https://colourdiam.com/Product/Jewellery/Model%20images/8012/video.mp4,8012,0,1
8481,"https://colourdiam.com/Product/Jewellery/Model%20images/8481/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8481/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8481/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8481/8481.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8481/8481_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8481/BRACELET.mp4",8481,2,4
8482,"https://colourdiam.com/Product/Jewellery/Model%20images/8482/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8482/center.jpg","https://colourdiam.com/Product/Jewellery/Model%20images/8482/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8482/8482.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8482/8482_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8482/BRACELET.mp4",8482,2,4
8483,"https://colourdiam.com/Product/Jewellery/Model%20images/8483/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8483/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8483/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8483/8483.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8483/8483_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8483/BRACELET.mp4",8483,2,4
8484,"https://colourdiam.com/Product/Jewellery/Model%20images/8484/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8484/center.jpeg","https://colourdiam.com/Product/Jewellery/Model%20images/8484/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8484/8484.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8484/8484_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8484/BRACELET.mp4",8484,2,4
8485,"https://colourdiam.com/Product/Jewellery/Model%20images/8485/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8485/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8485/WhatsApp%20Image%202025-10-03%20at%2014.51.08_5dab0ce0.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8485/WhatsApp%20Image%202025-10-03%20at%2014.51.09_be87be2d.jpeg",,8485,4,0
8487,"https://colourdiam.com/Product/Jewellery/Model%20images/8487/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8487/WhatsApp%20Image%202025-10-03%20at%2014.51.08_5dab0ce0.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8487/WhatsApp%20Image%202025-10-03%20at%2014.51.08_be550613.jpeg",,8487,3,0
8489,"https://colourdiam.com/Product/Jewellery/Model%20images/8489/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8489/WhatsApp%20Image%202025-10-03%20at%2014.51.08_5dab0ce0.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8489/WhatsApp%20Image%202025-10-03%20at%2014.51.09_3f385574.jpeg",,8489,3,0
8486,"https://colourdiam.com/Product/Jewellery/Model%20images/8486/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8486/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8486/WhatsApp%20Image%202025-10-03%20at%2014.51.08_5dab0ce0.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8486/WhatsApp%20Image%202025-10-03%20at%2014.51.09_be87be2d.jpeg",,8486,4,0
8488,"https://colourdiam.com/Product/Jewellery/Model%20images/8488/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8488/WhatsApp%20Image%202025-10-03%20at%2014.51.08_5dab0ce0.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8488/WhatsApp%20Image%202025-10-03%20at%2014.51.08_be550613.jpeg",,8488,3,0
8490,"https://colourdiam.com/Product/Jewellery/Model%20images/8490/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8490/WhatsApp%20Image%202025-10-03%20at%2014.51.08_5dab0ce0.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8490/WhatsApp%20Image%202025-10-03%20at%2014.51.09_3f385574.jpeg",,8490,3,0
8098,"https://colourdiam.com/Product/Jewellery/Model%20images/8098/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8098/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8098/4.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/8098/5.jpeg",https://colourdiam.com/Product/Jewellery/Model%20images/8098/video.mp4,8098,4,1
7358,,https://colourdiam.com/Product/Jewellery/Model%20images/7358/VIDEO.mp4,7358,0,1
7359,,"https://colourdiam.com/Product/Jewellery/Model%20images/7359/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7359/7359.mp4",7359,0,2
7360,,"https://colourdiam.com/Product/Jewellery/Model%20images/7360/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7360/7360.mp4",7360,0,2
7361,,https://colourdiam.com/Product/Jewellery/Model%20images/7361/video.mp4,7361,0,1
7362,,https://colourdiam.com/Product/Jewellery/Model%20images/7362/video.mp4,7362,0,1
7942,,"https://colourdiam.com/Product/Jewellery/Model%20images/7942/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7942/7942.mp4",7942,0,2
8316,,https://colourdiam.com/Product/Jewellery/Model%20images/8316/8316.mp4,8316,0,1
7401_7402_7403_7405_7406,https://colourdiam.com/Product/Jewellery/Model%20images/7401_7402_7403_7405_7406/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/7401_7402_7403_7405_7406/7401_7402.mp4,7401_7402_7403_7405_7406,1,1
7942,,"https://colourdiam.com/Product/Jewellery/Model%20images/7942/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7942/7942.mp4",7942,0,2
5026,,https://colourdiam.com/Product/Jewellery/Model%20images/5026/video.mp4,5026,0,1
5616,,"https://colourdiam.com/Product/Jewellery/Model%20images/5616/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/5616/5616.mp4",5616,0,2
8364,https://colourdiam.com/Product/Jewellery/Model%20images/8364/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/8364/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8364/8364.mp4",8364,1,2
7047,"https://colourdiam.com/Product/Jewellery/Model%20images/7047/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7047/4816880-20240720-122242.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7047/7074309-20240720-122242.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7047/8988223-20240720-122243.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7047/2106089-20251219-122322.jpeg",,7047,5,0
1385,,"https://colourdiam.com/Product/Jewellery/Model%20images/1385/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/1385/1385_1.mp4",1385,0,2
5440,"https://colourdiam.com/Product/Jewellery/Model%20images/5440/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/5440/1806341-20250711-153329.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/5440/9834524-20250711-153329.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/5440/1275856-20250711-153330.jpeg",,5440,4,0
4748,https://colourdiam.com/Product/Jewellery/Model%20images/4748/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/4748/video.mp4,4748,1,1
8505,https://colourdiam.com/Product/Jewellery/Model%20images/8505/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/8505/video.mp4,8505,1,1
8509,,"https://colourdiam.com/Product/Jewellery/Model%20images/8509/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8509/8509.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8509/8509_1.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8509/8509_2.mp4",8509,0,4
4744_4858,"https://colourdiam.com/Product/Jewellery/Model%20images/4744_4858/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/4744_4858/UN-0656_1.jpg",,4744_4858,2,0
8511,,"https://colourdiam.com/Product/Jewellery/Model%20images/8511/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8511/8511.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8511/85111.mp4",8511,0,3
8334,"https://colourdiam.com/Product/Jewellery/Model%20images/8334/1.jpg
https://colourdiam.com/Product/Jewellery/Model%20images/8334/UN-0651_1.jpg","https://colourdiam.com/Product/Jewellery/Model%20images/8334/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8334/8334.mp4",8334,2,2
7475,,"https://colourdiam.com/Product/Jewellery/Model%20images/7475/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/7475/new%20video.mp4",7475,0,2
4723,https://colourdiam.com/Product/Jewellery/Model%20images/4723/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/4723/video.mp4,4723,1,1
5437,,https://colourdiam.com/Product/Jewellery/Model%20images/5437/video.mp4,5437,0,1
8380,,https://colourdiam.com/Product/Jewellery/Model%20images/8380/video.mp4,8380,0,1
8550,,https://colourdiam.com/Product/Jewellery/Model%20images/8550/video.mp4,8550,0,1
7984,https://colourdiam.com/Product/Jewellery/Model%20images/7984/model.jpeg,,7984,1,0
7983,"https://colourdiam.com/Product/Jewellery/Model%20images/7983/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/7983/123.jpeg",,7983,2,0
8844_8848,https://colourdiam.com/Product/Jewellery/Model%20images/8844_8848/center.jpeg,"https://colourdiam.com/Product/Jewellery/Model%20images/8844_8848/9287.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/8844_8848/model%20video.mp4",8844_8848,1,2
6066,,https://colourdiam.com/Product/Jewellery/Model%20images/6066/video.mp4,6066,0,1
5435,,"https://colourdiam.com/Product/Jewellery/Model%20images/5435/video.mp4
https://colourdiam.com/Product/Jewellery/Model%20images/5435/5435.mp4",5435,0,2
8549_8559,,https://colourdiam.com/Product/Jewellery/Model%20images/8549_8559/model.mp4,8549_8559,0,1
8555,,https://colourdiam.com/Product/Jewellery/Model%20images/8555/Model%20Video%20.mp4,8555,0,1
8179_5668,,https://colourdiam.com/Product/Jewellery/Model%20images/8179_5668/video.mp4,8179_5668,0,1
6156,,https://colourdiam.com/Product/Jewellery/Model%20images/6156/video.mp4,6156,0,1
7557,https://colourdiam.com/Product/Jewellery/Model%20images/7557/center.jpeg,https://colourdiam.com/Product/Jewellery/Model%20images/7557/7557.mp4,7557,1,1
1980,,https://colourdiam.com/Product/Jewellery/Model%20images/1980/video.mp4,1980,0,1
